id_user,id_novel,nama_user,tanggal_ulasan,ulasan,rating_user
U2400099,NI240022,Ika Wafiqah,29 Oktober 2014,"""Maka ketahuilah Andi, kesalahan itu ibarat halaman kosong. Tiba-tiba ada yang mencoretnya dengan keliru. Kita bisa memaafkannya dengan menghapus tulisan tersebut, baik dengan penghapus biasa, dengan penghapus canggih, atau dengan apapun. Tapi tetap tersisa bekasnya. Tidak akan hilang. Agar semuanya benar-benar bersih, hanya satu jalan keluarnya, bukalah lembaran kertas baru yang benar-benar kosong.
Buka lembaran baru, tutup lembaran lama yang pernah tercoret. Jangan diungkit-ungkit lagi. Jangan ada tapi, tapi, dan tapi. Tutup lembaran tidak menyenangkan itu. Apakah mudah melakukannya? Tidak mudah. Tapi jika kau sungguh-sungguh, jika kau berniat teguh, kau pasti bisa melakukannya, Andi. Berjanjilah kau akan menutup lembaran lama itu. Mulai membuka lembaran baru yang benar-benar kosong. Butuh waktu untuk melakukannya. Tapi aku percaya, saat kapal ini tiba di Jeddah, hati kau sudah lapang seperti halaman baru…”
Nasihat Gurutta kepada Daeng Andipati",5
U2400100,NI240019,ilminafiaa,25 September 2022,"Pemilihan kata, plot twist, alur cerita, penggambaran tokoh dan tokoh itu sendiri, semuanya aku suka. Penulis menciptakan tokoh-tokoh yang menurutku unik, tapi mudah diterima (entahlah maksud ku disini apa wkwk). Sedang mala nulis jadi segini saja review nya dengan bahasa yang semrawut ini hehe mungkin kapan-kapan balik lagi kesini kalo udah ga mager wkwk
Borno, aku ingin jatuh cinta seperti kamu jatuh cinta ke Mei!",5
U2400101,NI240038,Imah,1 Agustus 2020,"Sebenarnya cerita yang disuguhkan sangat menarik, namun eksekusi yang dituangkan dalam buku ini banyak kurang diberberapa point.
Ceritanya ditulis dengan alur yang cepat, apalagi dari tengah ke akhir buku kesannya seperti ingin cepat cepat selesai.
Banyak titik dimana seharunya menjadi hit point dari buku ini. Namun karna alur yang cepat, penggambaran emosi dan juga penggambaran suasana yang seharusnya bisa dibuild dengan baik sangat kurang, jadinya hasilnya bagai angin lalu.
Pengembangan karakternya juga terasa sangat dipaksakan.
Ada bagian yang ceritanya seperti dipaksakan yang sebenarnya tidak perlu ada karna tidak berkaitan.
Tapi saya sangat mengapresiasi ide cerita dari buku ini karna menarik.",2
U2400102,NI240041,Imam Rahmanto,7 Agustus 2018,"Buku yang sangat keren. Berbicara adat dan budaya hingga sejarab dengan cara berbeda. Sekali lahap, bisa langsung selesai.",4
U2400103,NI240010,Iman Hakim,28 Januari 2018,"Jika Laskar Pelangi adalah kisah pengalaman kumpulan Laskar Pelangi belajar di Sekolah Dasar (SD) Muhammadiyah, maka Sang Pemimpi adalah lanjutan daripadanya.

Kali ini Andrea menyihir pembaca dengan kisah Ikal bersama Arai dan Jimbron memikul nasib demi mencapai mimpi belajar di Perancis. Ikal sudah lulus SD dan sedang menyambung pelajaran di peringat Sekolah Menengah Atas (SMA)",5
U2400104,NI240021,Imas,17 Maret 2014,"Saman menurutku karya Ayu Utami yang terbaik. Pertama kali membaca karya Ayu ya Saman itu. Yang pertama memang selalu memberi kejutan, menarik, unik dan beda dari penulis lainnya. Kemudian lanjut dengan Larung, makin penasaran karena ditunggu-tunggu tidak ada kelanjutannya...tanggung. Aku pikir Larung adalah Saman, tapi ternyata tidak. Larung belum mengakhiri kisah Saman, semakin ingin tau bagaimana nasib Saman alias frater Wis.
Ketika Maya terbit, sebagai buku lanjutannya... jelas penasaran. Tapi ternyata Maya ini, menurut saya tidak menyelesaikan yang menggantung itu, malah buku ini semacam jalan untuk membuat nyambung antara serial Bilangan Fu dan Saman.Entah apakah akan ada kelanjutan berikutnya yo wislah, aku ra popo...engga menunggu juga. Ibaratnya, tayangan berita di TV saat jeda iklan, berita selanjutnya adalah berita menarik sehingga membuat kita menunggu dan tidak ganti channel...eh selesai iklan yang ditayangkan malah berita lain,seakan memaksa kita untuk terus menonton acara tersebut. ketika sampai diberita yang kita tunggu...isinya cuma begitu doang...gigi pada rapet dah..",2
U2400105,NI240029,Impy Island,31 Desember 2017,"Janshen...anak yang sebenernya manja tapi harus belajar kuat karena kondisi.

konflik yang ada di buku ini bikin aku berkaca-kaca, bukan hanya tentang Janshen, tapi juga hal-hal lain.

penokohan sangat kuat, konflik seru, ditambah buku ini nggak sepenuhnya fiksi.

setengah hari baca udah beres. (rekor baru!!)

Cuma satu harapan saya dari teh Risa. jangan pernah ganti cover bukumu, sekali lagi jangan!!! 😭",4
U2400106,NI240003,Indigo Deville,13 Agustus 2007,"Bila anda berpikir Bumi Manusia dahsyat, gue akan bilang buku ini lebih Dahsyat lagi. Bahkan menurutku, buku kedua ini merupakan yang terbaik dari ke-empat Tetralogi yang ditulis.

Melanjutkan perjalanan hidup Minke dan Nyai Ontosoroh setelah masa peradilan memperebutkan Annelies, disini sisi nasionalisme mulai disinggung sedikit demi sedikit. Banyak tokoh-tokoh baru, tapi yg paling outstanding menurutku adalah perlawanan si gadis dusun yang lemah terhadap tuan tanah Belanda yg ingin mengawini-nya.

Seperti buku pertama, buku ini HARUS anda miliki dan baca. Secara tidak langsung, anda akan menyadari bahwa keadaan kita sekarang sebenarnya ""tidak terlalu beda"" dengan keadaan kita saat terjajah dulu.",5
U2400107,NI240038,Indira,9 Juli 2017,"novel ini bercerita tentang seorang perempuan yang bernama alissa yang dipenuhi dengan kemewahan dan kasih sayang yang berlimpah. namun tiba"" aja kedua orang tuanya kecelakaan dan menyebabkan dia yang harus tinggal di panti asuhan dan harus hidup mandiri",5
U2400108,NI240012,Nura,19 November 2009,"It’s so me! (Belom apa-apa udah sangat berlebihan kan?) Hehehe... jarang-jarang gue mengasosiasikan diri gue sama sebuah novel. Tapi yang satu ini keren. Banyak konflik serupa yang dialami Kugy juga gue alami. Beberapa persamaan kita, antara lain kita sama-sama baca Candy-Candy (kenangan masa SMP), trus persamaan lainnya (atau mungkin perbedaan) gue mau jadi penulis dia mau jadi pendongeng. Menurut gue sih sama (maksa!). Bedanya, dia dapat seorang pelukis handal yang ngerti banget sama karakter ceritanya dia. Nih, yang bagian yang bikin sirik sedunia. Nyari di mana gue? Hiks...

Back to the story. Dari luar Kugy adalah cewek urakan yang keliatannya mikirin segala kecuali penampilan. Yang bikin gue kagum adalah karakternya yang dewasa banget. Dia udah ngerencanain matang-matang jalan hidup yang bakal ditempuhnya demi cita-citanya. Seorang pendongeng. Dia rela mengambil jalan memutar demi tercapainya tujuan itu, seperti yang diutarakannya sama Keenan yang baru pertama kali ditemuinya.

Dia juga realistis, gak mungkin hidup hanya dari mendongeng. Argumentasi cerdas antara Kugy dan Keenan kadang-kadang jadi sentilan yang menyadarkan kita akan dunia nyata. Hey... wake up! Kira-kira gitu deh. Hahaha....

Perahu kertas sendiri adalah sarana Kugy mencurahkan keluh kesahnya. Sejak kecil dia percaya bahwa dirinya adalah utusan Neptunus yang dikirim ke daratan untuk menjadi agen mata-mata. Kugy mengirimkan perahu kertas sebagai laporan pertanggungjawabannya. Seiring usia dia terusik realitas bahwa yang ada di kepalanya hanyalah dongeng semata. Namun, hal itu tidak menghentikannya terus menulis pada Neptunus apa yang dialaminya, seperti ketika dia merasa ada perubahan akibat pertemuannya dengan Keenan.

Bagian paling menyentuh adalah kisah Sakola Alit. Sekolah yang dirintis teman-teman relawan yang bersedia mengajar anak-anak yang tak mampu bersekolah. Di tempat ini, Kugy menyadari bahwa ada anak-anak yang tak pernah kenal dengan Aladin, Cinderella, Putri Salju, Thumbelina dan tokoh dongeng yang lainnya. Mereka hanya kenal kerja keras demi bertahan hidup. Gue jadi sangat mensyukuri apa yang udah gue dapat selama ini. Dari sini, Kugy mengembangkan metode kreatif mengajar anak-anak itu. Yup, dia membuat dongeng tentang semua muridnya. Salah satu tokohnya adalah Jenderal Pilik. Sang jenderal cilik inilah yang menjadi benang merah cerita seterusnya.

Sang jenderal pula yang membuat gue menangis trenyuh ketika Keenan bermaksud membuat kejutan untuk Kugy setelah sekian lama berpisah. Tokoh yang menjadi inspirasi mereka ternyata telah pergi untuk selamanya, lagi-lagi karena keadaan.

Selebihnya adalah persoalan hati, kejujuran, pengorbanan. Dee meramunya cukup menyenangkan. Gak keberatan buat remaja dan gak kegaringan buat yang dewasa. Seperti ekspektasi semua orang akan sebuah kisah cinta, cerita ini pun berakhir dengan happy ending.

Terakhir, kutipan kesukaan gue dari buku ini: “Kenangan itu adalah hantu di sudut pikir. Selama kita cuma diam dan nggak berbuat apa-apa, selamanya dia tetap jadi hantu. Nggak akan pernah jadi kenyataan.”

Let’s make it come true.",3
U2400109,NI240015,Elsita F.,12 Juli 2017,"Tertarik baca buku ini pertama, karena penulisnya Ayu Utami. Kedua, karena review di Ijak sebagian besar bilang bukunya keren. Ketiga, pengalaman berkata, bahwa bacalah buku berdasarkan review yang diterimanya. Keempat, tolak ukur saya dalam baca buku adalah lihat review berdasarkan tulisan dan juga jumlah bintang yang diterima antara 3 sampai 5. Kelima, buku ini banyak dapat 4 bintang. Tapi, setelah baca bukunya, saya malah bingung menarik kesimpulan haha

Kalau dilihat dari materi, buku ini lebih pada cerita perjalanan spiritual Anshel yang lahir dari keluarga Yahudi namun memilih jalan Buddhisme. Ia adalah seorang ""figur ilmuan"" yang dekat dengan nilai spiritual Buddha. Nilai yang dikenalnya secara tak sengaja saat berwisata ke menara Eiffel di Paris bersama Ayahnya. Buku ini memuat ban tersendiri yang menjelaskan tokoh Albert, dan dengan sangat menyesal saya harus mengakui bahwa saya nyaris tidak paham. Saya bisa menjelaskan perjalanan hidup Anshel sedikit, tapi tentang sesuatu yang dirumuskannya sebagai alam nirsadar, titik pusat diri, entah, nggak bisa masuk. Mungkin memang benar seperti kata Marja, nilai sejarah dan budaya Hindu lebih mudah dipelajari daripada Buddha. Dan itu memang saya rasakan.

Buku ini masih merupakan bagian dari perjalanan Yuda, Marja dan Parang Jati yang juga merupakan tokoh utama dalam novel Bilangan Fu, dan jujur saya bingung apa ini adalah buku keduanya, pertamanya atau malah ketiganya. Meski ketiganya nyaris tidak bisa dibilang sebagai tokoh utama disini, karena sesungguhnya ada Lalita yang jadi judul novel ini, serta bab yang membahas kakeknya secara panjang.

Hal positif yang saya ambil dari buku ini adalah saya mendapat sedikit pelajaran mengenai sejarah Buddha meski hanya sedikit, dan memang kalau diperhatikan secara baik, buku-buku Ayu Utami memang selalu memuat hal edukatif, di samping percampurannya dengan ""sastra wangi"" yang memang dikenal vulgar. Tapi kemudian, sekali lagi sayang, hal edukatif itu tidak bisa benar-benar melekat dalam kepala saya, kecuali unsur candi Borobudur yang memang merupakan salah satu simbol spiritual Buddha yang terbesar pertama di dunia yanh terletak di Yogyakarta. Dalam penjelasannya, candi Borobudur secara garis besar dapat dikatakan adalah tempat spiritual yang menjelaskan tentang diri manusia, tapi karena yang saya tahu disana juga terdapat relief yang mirip dengan kisah Nabi Sulaiman a.s dalam Islam, saya jadinya tidak setakjub Marja dan kawan-kawannya. Saya hanya mengambilnya sebagai warisan budaya dari Dinasti Syailendra.

Poin cukup menarik dalam buku ini adalah penjelasan singkat tentang sejarah pervampiran atau kepercayaan bahwa Transylvania adalah tanah leluhur vampir yang ternyata berkaitan dengan perang Turki dan Eropa. Saya mengapresiasi sang penulis pada kelihaiannya mengawinkan sejarah, budaya dan fiksi juga kehadiran Sigmund Freud yang beberapa teori psikologinya sangat saya sukai. Saya juga suka dengan interaksi Marja dan Parang Jati, ataupun Marja dan Yuda minus adegan ranjang mereka yang notabenenya belum menikah (namanya juga sastra wangi ya, jadi pasti berani meski itu hal setabu sex), tapi yah sebatas itu. Hampir dikatakan saya tidak bisa menarik garis kesimpulan tentang Lalita selain sebagai wanita dengan hidup yang complicated dan telah memberikan Yuda pengalaman tutup botol sampanye axis mundi.",2
U2400110,NI240048,Indri Juwono,24 November 2008,"Cara menulisnya bagus, khas Suparto brata kalau nulis di kompas. Tidak vulgar, semuanya mengalir begitu saja tampa banyak sesuatu yang 'saru' mengingat settingnya adalah lokalisasi.",4
U2400111,NI240017,Iraa Putri,3 Januari 2024,"Buku bacaan untuk tugas Bahasa Indonesia sewaktu saya SMA... Dari sekian buku yg saya baca sebagai formalitas hanya ini yang paling saya ingat dan saya baca sampai selesai, mungkin selain bahasanya yg tidak terlalu kuno sehingga mudah dimengerti, pesan dan nasihat yang dilampirkan penulis melalui penggambaran tokoh dan narasinya sangat lekat dan relatable dengan kehidupan sehari-hari masyarakat umumnya sehingga pembaca mudah terpengaruh emosi saat melihat tingkah laku tokoh utamanya yg menjengkelkan, dan hanya itulah yg ditunjukkan, penyampaian pesan secara blak blakan melalui kehidupan tokohnya yg tidak bijak, pun saya tetap menikmati membaca ini.",4
U2400112,NI240003,Oktaria,20 Februari 2020,"Kalau dalam membaca Bumi Manusia aku seringkali terbayang figur Iqbaal ketika membayangkan Minke, kali ini, tak ada Iqbaal lagi. Buku ini luar biasa menunjukkan bahwa setelah urusan cinta, menjadi dewasa juga berarti mengenali diri dan sekitar. Hidup bukan sekadar roman belaka. Dan kita cuma manusia; bukankah pada kemanusiaan kita bersandar?

Buku ini adalah salah satu favoritku dari Pram. Aku menemukan diriku beberapa kali tersenyum membacanya. Pun aku merasakan tegang di beberapa bagian. Jauh lebih menarik daripada buku sebelumnya.

Misalnya, seru sekali membayangkan bagaimana Minke harus mempertanyakan kembali kebenaran dari jalan yang telah ia pilih--menulis dalam Bahasa Belanda--untuk pelan-pelan belajar bahwa ia sesungguhnya perlu menulis dalam Bahasa Melayu. Pikiran dan tingkah laku sudah maju dan menampakkan ciri seorang terpelajar, tapi apa guna jika tak digunakan untuk bangsa sendiri? Maka beranilah ia menulis soal sepupu iparnya dan seorang petani bernama Trunodongso--keduanya Pribumi dan korban dari kolonialisme. Dari sanalah ia menyadari bahwa walaupun pengetahuan Eropa sudah ia kuasai dalam kepala, ketika turun dan mengalami apa yang dilakoni oleh sesama bangsanya, ia tetap bukan siapa-siapa. Hanya seorang anak dan cucu dari bupati, dengan segala keistimewaannya bisa mengecap nikmatnya bersekolah di H.B.S.. Bahkan Minke beberapa kali merasa jijik dan tak nyaman serba-serbi Pribumi. Lucu sekali. Namun, terasa relevan pula untukku.

Selama ini, setelah aku berpusing-pusing makan beragam literatur filsafat, bersua dengan orang-orang hebat, bergumul dengan perihal ndakik-ndakik, apa sih yang sudah kuberikan untuk tanah kelahiranku, Bali? Apa guna pengetahuan setinggi langit jika kampung halaman tak kukenali? Mana yang kau pilih, egomu untuk meninggikan diri dan namamu, atau kerendahhatian untuk berada berasama sesama saudara-saudarimu? Ah, Minke, terima kasih sudah menyadarkanku. Aku harus terus belajar dan tetap merunduk.

Oh ya, kembali lagi, aku suka bagaimana halaman-halaman terakhir dari buku ini membuatku merasakan sesuatu. Kini aku mulai penasaran, apa titik klimaks setiap seri tetralogi ini memang berada di akhir? Atau cuma perasaanku saja?",5
U2400113,NI240005,Syikin,31 Januari 2021,"Baca lagi sekali setelah sekian lama. Saya suka di mana apabila cerita ini menggambarkan tentang alam persekolahan. Banyak perkara yang dititikberatkan terutamanya tentang persahabatan, keihklasan dalam menuntut ilmu pengetahuan, adab bersama pendidik, pengorbanan setiap ahli keluarga, keindahan perjuangan belajar dalam agama dan al-quran serta banyak lagi.

Memandangkan saya juga pernah menjadi penghuni asrama jadi ada beberapa situasi dalam cerita ini yang terasa dekat di jiwa. Membayangkan seronoknya zaman tinggal di asrama bersama rakan-rakan dengan belajar hidup berdikari. Seperti tak boleh lewat ke surau, memegang jawatan apabila menjadi senior dan lain-lain lagi 😊 buku ini banyak mengingatkan saya dengan zaman persekolahan.

Dan ilmu tambahan yang saya dapat ialah berbezaan antara sekolah harian biasa dengan pondok madani. Belajar di pondok juga tidak kurang hebatnya",4
U2400114,NI240006,Irwan,23 Januari 2012,"Buku ketiga tetralogi buru ini begitu tebal. Kisahnya panjang dan berliku. Elemen kesejarahan kadang mendominasi elemen mikro kehidupan Minke. Terasa sedikit menunggangi. Tapi aku rasa begitulah hidup dalam masa pergolakan. Hampir saja elemen kesejarahan itu membuatku memberi bintang tiga untuk buku ini. Sampai ketika Prinses van Kasiruta, istri Minke yang bangsawan Maluku itu, menembak gerombolan Robert Suurhof. Yes! Rasain hehehe...

Plot cerita lantas makin deras dan berliku. Seru! Di sela-sela kejadian-kejadian besar, Pram tetap tidak lupa menorehkan hal-hal keseharian dan remeh yang membuat novel ini tetap novel, bukan uraian sejarah. Dan aku terkesan dengan kalimat penutup buku ini:
""Tak aku sadari kakiku tak berselop.""",4
U2400115,NI240040,J U N,15 Oktober 2018,"Bored its all that i can say, to much repetition, flashback, and Lack of detail. Plus its not the ends yet, oohh the first one is better.",2
U2400116,NI240037,Jessica,19 Maret 2012,"Kisahnya mengenai Yogas seorang pemuda yang tertular virus HIV dari temannya. Ia berusaha mencari teman yang telah menjerumuskannya untuk balas dendam. Ia ingin balas dendam karena sahabatnya ini telah merusak masa depannya. Yogas pun pergi mencari sahabatnya ini di Jogja. Sembari mencari, ia tinggal di kos yang sudah bobrok dan hanya ditempati oleh 4 orang, termasuk Kana, keponakan si ibu kos. Kana yang tidak suka Yogas tinggal di sebelah kamarnya pun terus memperhatikan Yogas yang tanpa sadar Kana pun menyukai Yogas. Ia ingin tahu apa alasan Yogas datang ke Jogja sampai ia mengetahui rahasia besar itu, bahwa Yogas terkena HIV. Ia sempat ragu, tapi kemudian ia yakin ia bisa membantu Yogas melupakan balas dendamnya dan berusaha hidup untuk memenuhi cita-citanya, yaitu menjadi sutradara film. Kemudian, Yogas menemukan Joe, teman yang telah merusak masa depannya dan mengetahui kenyataan yang menyakitkan, bahwa jarum yang disuntikkan Joe dulu sudah dipakai Joe terlebih dahulu yang berarti mereka sama-sama mengidap HIV. Joe pun terpukul mengetahui bahwa Yogas ternyata mengidap HIV dan Yogas pun terpukul karena hanya dengan narkoba, dua anak lelaki bisa mengidap penyakit yang mematikan. Yogas pun tersadar karena semua orang masih menyayanginya ketika ayah ibunya menelepon dan meminta ia kembali, gadis yang dulu ia cintai segenap hati kembali lagi kepadanya, dan ada Kana yang selalu mendukungnya, tidak menjauhinya seperti semua orang. Yogas bangkit dan ia dan Kana berjanji akan bertemu kembali ketika mereka memenuhi janji mereka masing-masing, menjadi sutradara dan penulis best seller.

Jujur, saya nangis saat cerita mencapai ending. Sungguh, saya terbawa arus perasaan Kana saat Yogas meninggalkannya, saat Yogas ternyata meninggalkan pesan untuk Kana, saat mereka berhasil mencapai cita-cita mereka. Sungguh, novel ini penuh dengan nilai moral, bahwa kita tak seharusnya menjauhi para korban HIV, tapi kita harus mendukung mereka untuk tetap terus bertahan hidup.

Tak ada gading yang tak retak, buku ini pun memiliki kekurangan. Ada alasan mengapa hanya 3 bintang. Penggunaan kata-kata yang sedikit berlebihan dan terkesan teenlit masih ada, mungkin ini novel teenlit ya? saya ngga tau. haha. tapi saya agak terganggu sama bagian-bagian yang agak sinetron.

At least, buku ini tidak ada typo (sepanjang saya membaca buku ini). :D

you really have to give this book a try. bener-bener menyentuh. kalo ngga suka yang sad ending, it's okay. tapi awalnya bener-bener bahagia kok. :')",3
U2400117,NI240040,Joan,13 April 2018,looking forward for Bujang vs Diego story!,5
U2400118,NI240013,Johan,24 Oktober 2011,"Ini dibeli atas rekomendasi teman di Gudrids ini.
Gampang dibaca utk malam mingguan, gak usah mikir, gak usah ngomel-ngomel krn salah ketik dll.
Ceritanya: biasa aja, sayangnya mencoba membuat pembaca berpikir seperti laki-laki dari sudut pandang penulis yg adalah perempuan, hasilnya ya: parah, hampir gak ada bedanya laki dan perempuan.
Pria dari Mars dan Wanita dari Venus. Laki di sini artinya nonton F1, main futsal, dengerin John Coltrane, ototnya six pack. Perempuan? Belanja & John Mayer.
katanya mereka pernah terdampar di suatu bank utk waktu lama, tapi masak Harris nggak tahu kyk apa aktifitas kerja Keara, mikirnya Ke cuma naik pangkat ec tampang cantik rupawan bukan isi otak yg brilian.",1
U2400119,NI240047,K,17 Desember 2021,stan Fifi for better life,5
U2400120,NI240035,Karina Chandra,4 Agustus 2012,"Italic, elipsis, bahasa campur aduk, blah blah blah

To hell with that. Buku kedua tetep asyik. Yang bikin nyebelin adalah awal yang muter-muter, sampe setengah buku baru kembali ke tokoh utama yang sekarat. Tapi prolognya bagus. Banget. (That's a REAL prolog for you!). Dan kemunculan karakter-karakter baru (Allen, Lude, dan kawan-kawan) bikin saya senang. Banget. Mereka asyik sih.

Tinggal satu pertanyaan... Kapan buku 3 keluaaaaaaaaaaar??? w('A'w)",4
U2400121,NI240045,Kristiyana Hary Wahyudi,3 September 2010,"satu poin plus untuk novel ini adalah adanya kata2 bijaksana yg diselipkan dlm dialog,,, tp sebagian besar masih sangat kurang, plot mudah ditebak n covernya itu lho ""gak bangettt""",4
U2400122,NI240015,Kurnia Dwi Aprilia,3 Juni 2018,"Cerita sejarahnya menarik dan bagus sih. Jadi kayak menyadarkan pembaca bahwa sebenarnya Indonesia itu punya sesuatu lho yg ngga dimiliki negara lain, tapi masyarakat Indonesianya sendiri kebanyakan ngga tau dan ngga peduli dengan peninggalan sejarah yg dimiki tsb (re: Borobudur salah satunya). Tapi entah karena bahasanya terlalu tinggi, bahasannya terlalu rumit, atau memang penjelasan penulisanya yg cuma sekilas, sehingga banyak bagian dari penjelasan sejarah tsb yg saya miss dalam menangkapnya. Intinya, yg saya tangkap dari sejarah Borobudur ini adalah bahwa Borobudhur itu satu2nya peninggalan Budha terbesar di dunia, ada sangkut pautnya dengan sejarah Vampir di Transylvania, ada hubungannya dengan Tibet, serta ada juga menyinggung tentang ajaran agama Abraham yg secara sekilas digambarkan mengandung banyak ketidakdamaian ajaran dan penganutnya. Intinya, penulis berusaha menjelaskan bahwa Agama Budha adalah agama yg bersih dan memiliki filosofi panjang yg menarik serta menjadi yg pertama berjaya di Indonesia.
Saya kurang suka sih dengan cara penulis menyuratkan isi pemikirannya. Tapi saya suka dengan bahasan buku ini yg akhirnya membuat saya SEDIKIT penasaran dengan sejarah Budha dan Borobudur. Dan terakhir, saya masih heran dengan kegamblangan penulis buku2 fiksi sejarah yg kebanyakan menyandingkan sejarah dengan narasi vulgar berisi perjalanan seks tokoh2nya. Rata2 buku fiksi sejarah yg pernah saya baca, pasti menampilkan deksripsi dan narasi peristiwa seksualitas tokohnya, baik secara ekstrim maupun tersirat. Juga, yg saya sayangkan adalah bahwa penggambaran kegiatan bercampurnya pria-wanita yg bukan pasangan sah, digambarkan secara sah2 saja tanpa ada penjelasan bahwa hal2 semacam itu seharusnya tidak lumrah dan tidak baik terjadi. Ah, saya rasa semuanya tergantung tingkat keagamaan penulis sih dalam merancang tulisannya.",3
U2400123,NI240020,Laaaaa,7 Agustus 2021,"cukup menikmati, dan isinya agak konyol yaaa...
gue ngebayangin si Aki yang ngerokok, kebangun gara2 denger keributan. ga jadi mati. sumpah, kok bisa sih penulis kepikiran nulis cerita kek gini.
Kutipan favorit:
Demikian selalu di atas dunia, selalu ada orang-orang yang tidak mengerti dan ada orang-orang yang mengerti, karena yang satu mempergunakan perasaannya belaka dan yang lain karena mempergunakan pikiran sehatnya. Pg.9",3
U2400124,NI240024,Lala,8 Juni 2020,"Jam tiga pagi, dan aku nangis sesegukan sampai sesek napas. Aku udah baca ulang novel ini tiga kali, astaga, kenapa masih bereaksi sebegininya sih. Duh~

Seratus halaman pertama novel ini manis. Indah, berbunga, romantis. Bisa banget bikin pembaca jatuh cinta. Halaman sisanya itu mimpi buruk. Sedih, sakit hati, depresi, putus asa. Apalagi epilognya.

""Selama dia bahagia, aku juga akan bahagia. Sesederhana itu.""

Berani-beraninya kamu bilang kalimat semacam itu, Tatsuya Fujisawa! 😭😭😭",5
U2400125,NI240020,Lani M,5 Desember 2015,"Aki percaya bahwa dia akan mati tepat setahun setelah dia sekarat. Ia tidak gelisah dan malahan siap menjelang ajalnya tiba, membuat orang di sekitarnya heran dan menyangka Aki sudah gila. Dengan menuliskan cerita tentang keberanian Aki menghadapi penyakit dan kematian, Idrus menantang kita untuk kembali menghargai hidup.",4
U2400126,NI240021,Lantip Sukaswanto,1 Agustus 2018,"Turunan Saman sampai anak anaknya Bilangan Fu kok beda ya dgn Sama .
Bahasa dan gayanya seperti menjauh dari Saman. Jauh banget",1
U2400127,NI240038,Laura Yuwi,9 Januari 2023,"Sudah kuduga, novel ini menyajikan konflik yg menurutku cukup complicated, tapi masih bisa diikutin. Banyak sekali makna yg bisa kita temuin disini.


Tapiiii banyak juga hal-hal yang gak perlu sebenernya. Kalo hal-hal yang gak perlu itu dipangkas, pasti bacaannya jadi gak sepanjang itu. 513 halaman tapi banyakan yang menurutku gak penting. Tapi emang udah jadi ciri khas Kak Agnes sih kalo bikin novel suka ceritain semuanya mendetail banget. Jadi kesannya agak bertele-tele aja. Cukup lelah loh bacanya hahaha",3
U2400128,NI240019,Fakhrisina Amalia,28 Januari 2013,"Whoa akhirnya selesai juga bacanya :D

this book is great, i told you.
pertama karena setting tempatnya yang di daerah kalimantan, bukan kota besar, melainkan gang sempit di pinggiran sungai kapuas.
kedua karena penamaan tokoh yang nggak maksa, ala kadarnya dan membumi banget :)
ketiga karena profesi tokoh yang jarang diangkat sebagai sebuah cerita, bikin aku mikir bahwa ""oh, ternyata profesi ini keren juga dijadikan cerita""
terakhir, karena jalan ceritanya yang bagus banget. banyak makna hidup juga yang diangkat dalam novel ini, bukan sekedar roman picisan yang seringkali dilebai-lebaikan itu.. yang biasanya juga suka aku baca :D
awalnya aku ragu dengan ketebelan buku ini, tapi dengan kisah yang menarik dan alur yang apik, aku berhasil menghabiskannya dalam waktu dua hari dua malam, yay!
mungkin, aku akan mencari bujang yang berhati paling lurus di sepanjang pinggiran sungai kahayan untuk dijadikan suami, hha",4
U2400129,NI240026,Leila Rumeila,11 Agustus 2022,"Actual 2.5⭐
Reread!
Buku ini jadi salah 1 favorit gue sewaktu pertama kali baca pas SMA, masih membekas dan impresinya masih se-wow itu tiap kali ingat buku ini. Tapi semuanya drop pas reread ke-2 ini.",3
U2400130,NI240037,Lelita P,20 Juni 2016,"Novel yang sangat drama.

Adegan nangisnya banyak banget--orang melankolis yang baca ini bisa sesenggukan deh. Tapi saya nggak merasakan emosi sekuat di I for You, jadi saya bacanya cenderung datar-datar aja. Agak gemas sama tarik-ulur hubungan Yogas dan Kana--gila, kok bisa-bisanya Kana bertahan menghadapi Yogas setelah di-verbal abuse sampai segitunya. Berhubung saya tipe orang nggak sabaran yang biasanya akan langsung menjauh sekalinya ada orang yang mengatakan hal-hal kejam ke saya, Kana yang bisa tahan itu rasanya luar biasa banget.

Anyway, suka karakterisasi Yogas dan Kana. Masing-masing mereka memiliki karakter kuat sekaligus manusiawi. Terutama saya suka banget sama karakter Yogas yang kelam tapi sebetulnya baik. :')

Pembangunan chemistry antara Yogas dan Kana cukup bagus meskipun agak bertele-tele. Saya khususnya sebal dengan adegan di kos ketika mereka ingin saling menghindar tapi yang terjadi malah mereka berpapasan melulu, hadeeeh. -_-;;

Untuk endingnya... yah... memang harus begitu, sudah bisa ditebak, ya sudahlah ya.
Dan benar kata review teman-teman saya, terlalu banyak scene ""menjambak rambut"" di sini. :)))",3
